이벤트발생일,수분7,수분8,수분9,수분10
2023-02-05 10:39:52,22.9,4.2,15.2,7.3
2023-02-05 11:11:40,24.2,4.6,18.1,8
2023-02-05 11:42:40,24.3,5.8,19.6,8.6
2023-02-05 12:13:52,24.8,6.8,20.3,9.3
2023-02-05 12:45:40,25.4,7.8,21,9.6
2023-02-05 13:16:39,25.6,8.4,21.8,10.1
2023-02-05 13:47:38,25.6,8.6,22.4,10.5
2023-02-05 14:18:39,25.8,8.8,22.6,10.5
2023-02-05 14:49:39,25.8,8.9,22.8,10.7
2023-02-05 15:20:39,25.6,8.6,23.1,10.9
2023-02-05 15:51:38,26.3,9.1,23.1,11.3
2023-02-05 16:22:38,25.9,8.8,22.7,11.2
2023-02-05 16:53:38,25.8,7.5,22,10.3
2023-02-05 17:24:50,24.3,6.4,21.2,9.4
2023-02-05 17:56:37,24.4,4.6,20.7,8.4
2023-02-05 18:27:38,22.1,3.4,19.6,7
2023-02-05 18:58:38,22.8,2.8,19.7,6.4
2023-02-05 19:29:37,22.1,2.7,19.6,5.8
2023-02-05 20:00:51,22.1,2.3,18.9,5.4
2023-02-05 20:32:37,22.9,1.7,18.6,5.7
2023-02-05 21:03:36,23.3,1.7,18.7,5.1
2023-02-05 21:34:37,22.1,1.2,18.5,5.4
2023-02-05 22:05:37,22.4,0.4,18.5,4.9
2023-02-05 22:36:49,22.4,0.4,18.6,5.2
2023-02-05 23:08:37,22.2,0,18.5,5.1
2023-02-05 23:39:37,21.5,0,18.1,4.8
2023-02-06 00:10:49,21.8,0,18.1,4.9
2023-02-06 00:42:36,21.9,0,18.1,4.6
2023-02-06 01:13:35,22,0,18.1,4.6
2023-02-06 01:44:35,21.1,0,17.9,4.8
2023-02-06 02:15:36,21.4,0,17.8,4.5
2023-02-06 02:46:36,21.5,0,17.8,4.6
2023-02-06 03:17:35,21,0,17.7,4.5
2023-02-06 03:48:36,21,0,17.7,4.1
2023-02-06 04:19:36,21,0,17.5,4.1
2023-02-06 04:50:34,20.9,0,17.5,4.1
2023-02-06 05:21:35,20.4,0,17.5,4.1
2023-02-06 05:52:35,20.8,0,17.3,4.4
2023-02-06 06:23:35,20.1,0,17.1,4.4
2023-02-06 06:54:47,20.4,0,16.5,4.2
2023-02-06 07:26:35,20,0,16.1,4.2
2023-02-06 07:57:35,19.7,0,15.2,4.2
2023-02-06 08:28:35,20,0,15.5,4.9
2023-02-06 08:59:34,19.7,0,15,5.4
2023-02-06 09:30:34,20,0.2,15,5.6
2023-02-06 10:01:34,20.6,1.5,15.5,6.1
2023-02-06 10:32:46,22.4,4.4,17.5,8.5
2023-02-06 11:04:33,23.2,4.1,19,8.8
2023-02-06 11:35:47,24.2,5.4,19.9,9.9
2023-02-06 12:07:34,24.8,6.3,20.6,10.8
2023-02-06 12:38:33,25,6.7,20.8,11.4
2023-02-06 13:09:33,25,8.4,21.4,12.7
2023-02-06 13:40:33,25.5,8.1,21.5,12.7
2023-02-06 14:11:45,25.6,9.3,22.5,13.6
2023-02-06 14:43:45,26.2,9.6,22.6,14
2023-02-06 15:15:33,27.7,9.9,22.9,14.8
2023-02-06 15:46:33,27.2,8,21.9,13.6
2023-02-06 16:17:32,25.2,7.3,21,13.1
2023-02-06 16:48:32,26.2,6.8,21,13.1
2023-02-06 17:19:32,25.5,5.8,20.8,12.3
2023-02-06 17:50:32,25.4,4.9,20.6,11.9
2023-02-06 18:21:31,23.8,4.6,20.2,11.6
2023-02-06 18:52:32,23.6,4.8,20.1,11.8
2023-02-06 19:23:32,23.4,4.1,20.1,11.2
2023-02-06 19:54:31,23.4,4.1,20,11.4
2023-02-06 20:25:31,24.7,3.9,19.6,11.2
2023-02-06 21:27:43,23.4,3.6,19.5,10.3
2023-02-06 21:59:31,23.4,3,19.4,10.7
2023-02-06 22:30:31,23.3,2.5,19,9.6
2023-02-06 23:01:30,23.3,1.8,18.8,9.1
2023-02-06 23:32:44,22.9,1.8,18.5,9.3
2023-02-07 00:04:42,23.2,1.2,18.6,9.1
2023-02-07 00:36:30,23.1,0.9,18.3,8.6
2023-02-07 01:07:30,23.3,0.8,18.3,8.8
2023-02-07 01:38:29,23.2,0.4,18.3,8.9
2023-02-07 02:09:29,23.1,0,18.2,8.6
2023-02-07 02:40:30,23.2,0.6,18.6,9.3
2023-02-07 03:11:42,22.9,0.4,18.7,9.3
2023-02-07 03:43:29,22.9,0,18.6,9.3
2023-02-07 04:14:29,23.1,0,18.2,8.9
2023-02-07 04:45:29,22,0,18,8.5
2023-02-07 05:16:29,22.9,0,18.2,8.6
2023-02-07 05:47:28,22.8,0,18.6,9.3
2023-02-07 06:18:28,22.4,0,18.2,8.9
2023-02-07 06:49:29,22,0,18.3,9.3
2023-02-07 07:20:29,22.6,0,18.3,9.3
2023-02-07 07:51:28,22.2,0,18.6,8.9
2023-02-07 08:22:28,22.8,0,18.6,9.4
2023-02-07 08:53:40,22.4,1.1,19.6,10.8
2023-02-07 09:25:27,23.6,1.2,19.7,11.6
2023-02-07 09:56:27,23.3,2.1,20,12.3
2023-02-07 10:27:28,23.4,3.9,20.6,13.6
2023-02-07 10:58:28,24.2,5.6,20.8,14.3
2023-02-07 11:29:28,25.1,7.2,21.2,15.5
2023-02-07 12:00:26,25.6,7.8,22,16.8
2023-02-07 12:31:27,26,8.6,22.4,17.5
2023-02-07 13:02:27,27.3,9.8,22.9,18.2
2023-02-07 13:33:27,27.8,10.3,23.4,19
2023-02-07 14:04:27,27.5,9.9,23.3,19.5
2023-02-07 14:35:26,27.9,9.3,23.1,19.7
2023-02-07 15:06:27,27.7,9.9,23.4,21
2023-02-07 15:37:26,26.3,8.1,22.4,21
2023-02-07 16:08:26,27.5,8.9,22.6,22.2
2023-02-07 16:39:25,27,7.2,22,21.8
2023-02-07 17:10:26,26.8,7.2,21.4,22
2023-02-07 17:41:26,25.2,5.8,20.8,21.2
2023-02-07 18:12:26,23.7,4.3,20.1,20.4
2023-02-07 18:43:25,23.2,4.1,19.7,20.2
2023-02-07 19:14:25,23.8,4.1,18.9,19.4
2023-02-07 19:45:25,24.6,3.2,19.5,18.7
2023-02-07 20:16:24,22.7,3,19,18.3
2023-02-07 20:47:24,25,3,18.9,18.1
2023-02-07 21:18:25,24.2,3.2,18.6,18.8
2023-02-07 21:49:25,22.6,2.8,18.5,17.7
2023-02-07 22:20:24,22.7,2.5,18.6,18.1
2023-02-07 22:51:25,22.7,2.3,18.5,17.5
2023-02-07 23:22:24,23.4,2.7,18.1,17.3
2023-02-07 23:53:23,23.6,1.9,18,17.3
2023-02-08 00:24:24,23.1,1.2,18.1,16.8
2023-02-08 00:55:24,23.2,0.9,17.8,16.6
2023-02-08 01:26:36,23.4,1.5,17.9,16.1
2023-02-08 01:58:24,23.4,1.1,18.1,17
2023-02-08 02:29:24,23.4,0.9,18.5,16.5
2023-02-08 03:00:23,22.8,0.6,18.3,16.2
2023-02-08 03:31:23,22.8,0.8,18.6,16.1
2023-02-08 04:02:35,22.9,0.6,18.8,16.5
2023-02-08 04:34:22,22.8,0.4,18.7,16.8
2023-02-08 05:05:23,23.1,0.4,18.8,16.5
2023-02-08 05:36:23,23.8,0,18.6,15.8
2023-02-08 06:07:22,22.8,0.2,18.7,16.2
2023-02-08 06:38:35,22.2,0.4,18.7,16.6
2023-02-08 07:10:29,22.2,0.2,18.9,16.1
2023-02-08 07:41:22,22.9,0.4,18.7,16
2023-02-08 08:12:21,23.2,0.4,19,16.5
2023-02-08 08:43:22,22.5,0.6,19.4,16.1
2023-02-08 09:14:22,23.4,0.8,19.5,16.6
2023-02-08 09:45:21,23.7,1.2,19.5,17.3
2023-02-08 10:16:21,23.1,1.9,19.6,17.3
2023-02-08 10:47:22,23.6,2.1,19.7,17
2023-02-08 11:18:21,23.8,3.6,20.1,17.7
2023-02-08 11:49:20,24.7,5.2,20.8,18.5
2023-02-08 12:20:20,25.5,6.5,21.4,19.6
2023-02-08 12:51:33,26.3,8.4,22.2,20.4
2023-02-08 13:23:21,26.9,8.6,22.5,21.1
2023-02-08 13:54:20,27.2,9.1,22.6,21.4
2023-02-08 14:25:21,27.2,8.9,22.4,21.8
2023-02-08 14:56:20,27.4,8.9,22.4,21.8
2023-02-08 15:27:20,27,8.8,22.2,21.8
2023-02-08 15:58:19,27.3,8.6,22.5,21.8
2023-02-08 16:29:19,25.8,8.4,21.8,21.2
2023-02-08 17:00:32,25.2,7.6,21.1,20.9
2023-02-08 17:32:20,25.6,5.6,20.6,20
2023-02-08 18:03:19,23.2,4.1,19.7,19
2023-02-08 18:34:19,23.4,3.9,18.8,18.9
2023-02-08 19:05:19,24.6,3.6,19.4,18.2
2023-02-08 19:36:19,23.4,3.4,18.7,18.6
2023-02-08 20:07:18,24.3,3.4,18.9,18
2023-02-08 20:38:19,21.9,3.2,18.2,18
2023-02-08 21:09:19,22.6,2.3,18.2,17.5
2023-02-08 21:40:19,22.7,2.5,18,17.7
2023-02-08 22:11:31,23.1,2.5,18,17.5
2023-02-08 22:43:18,22.7,2.3,17.8,17.4
2023-02-08 23:14:30,23.3,2.3,17.5,17
2023-02-08 23:46:18,23.2,2.1,17.9,17.4
2023-02-09 00:17:30,22.6,1.7,17.9,16.8
2023-02-09 00:49:17,21.8,1.8,18,17.3
2023-02-09 01:20:18,22.1,1.1,17.9,16.5
2023-02-09 01:51:18,22.7,0.9,17.9,17
2023-02-09 02:22:17,22.1,0.6,17.5,16.1
2023-02-09 02:53:17,22.5,0.6,17.8,16.6
2023-02-09 03:24:17,22.6,0,17.7,16.1
2023-02-09 03:55:17,22,0,17.4,16
2023-02-09 04:26:16,21.5,0,17.1,15.2
2023-02-09 04:57:16,21.4,0,17.3,15.2
2023-02-09 05:28:17,22.7,0,17.5,15.2
2023-02-09 05:59:17,22.4,0,17.5,14.1
2023-02-09 06:30:17,21.4,0,17.4,13.6
2023-02-09 07:01:15,20.3,0,17.1,13.1
2023-02-09 07:32:15,21,0,17.3,13.1
2023-02-09 08:03:16,20.3,0,17.1,13.1
2023-02-09 08:34:28,20.7,0,17.7,13.3
2023-02-09 09:06:28,21,0,18.2,14
2023-02-09 09:38:16,22.6,1.1,19,14.5
2023-02-09 10:40:15,23.2,3,19.6,15.3
2023-02-09 11:11:15,23.2,4.4,20,16
2023-02-09 11:42:15,24.2,5.6,20.4,17.1
2023-02-09 12:13:15,24.9,7.2,21,18
2023-02-09 12:44:15,25.1,8,21.8,18.6
2023-02-09 13:15:14,25.4,7,21,18.3
2023-02-09 13:46:15,25.6,6.7,20.9,18.3
2023-02-09 14:17:14,24.8,6.7,20.8,18.6
2023-02-09 14:48:14,25.6,6.5,20.8,18.6
2023-02-09 15:19:13,24.7,6.7,20.7,18.6
2023-02-09 15:50:13,25.4,6.1,20.6,18.1
2023-02-09 16:21:14,25.4,5.6,20.4,18
2023-02-09 16:52:14,24.6,5.2,20.2,17.8
2023-02-09 17:23:13,24.8,4.8,20,17.5
2023-02-09 17:54:13,24.4,4.5,19.5,17.7
2023-02-09 18:25:13,24.8,4.3,19.4,17.5
2023-02-09 18:56:13,24.8,4.3,19.7,16.8
2023-02-09 19:27:13,24.3,4.5,19.5,17.1
2023-02-09 19:58:12,23.4,4.3,19.4,17.1
2023-02-09 20:29:13,24.6,4.1,19.6,17
2023-02-09 21:00:13,23.1,4.3,19.6,17.3
2023-02-09 21:31:12,23.6,4.5,19.6,17.3
2023-02-09 22:02:11,24.3,4.5,19.5,17.1
2023-02-09 22:33:12,22.9,4.3,19.4,17
2023-02-09 23:04:12,22.7,4.1,19.6,17
2023-02-09 23:35:12,23.7,4.3,19.5,16.8
2023-02-10 00:06:24,22.8,4.1,19.4,16.8
2023-02-10 00:38:12,23.6,4.1,19.6,16.8
2023-02-10 01:09:11,22.7,4.1,19.7,16.8
2023-02-10 01:40:11,22.5,4.3,19.6,17.3
2023-02-10 02:11:10,24.2,4.8,19.7,17.5
2023-02-10 02:42:23,24.6,4.8,20,17.7
2023-02-10 03:45:10,23.7,6.1,19.9,19.5
2023-02-10 04:16:10,23.4,5.8,20.2,19.9
2023-02-10 04:47:10,24.9,6.1,20.2,20.1
2023-02-10 05:18:10,23.4,6.5,20.1,20.4
2023-02-10 05:49:10,24.2,6.5,19.7,20.7
2023-02-10 06:20:09,24.4,6.8,19.9,20.8
2023-02-10 06:51:10,23.4,6.7,20.1,20.4
2023-02-10 07:22:10,23.6,6.5,20.1,20.6
2023-02-10 07:53:10,24.8,7.3,20.1,20.8
2023-02-10 08:24:08,24.3,7,20.1,20.9
2023-02-10 08:55:09,24.6,7.5,20.4,21.1
2023-02-10 09:26:09,25.1,8.6,21.1,22
2023-02-10 10:28:08,26.4,10.9,22.1,23.4
2023-02-10 10:59:08,27.3,9.3,21.4,22.6
2023-02-10 11:30:09,26.8,8.9,21.8,22.2
2023-02-10 12:01:08,27,9.4,21.8,22.4
2023-02-10 12:32:07,27.2,10.1,22.1,22.6
2023-02-10 13:03:07,27.9,11.2,22.6,23.2
2023-02-10 13:34:08,26.9,8.8,21.5,22.2
2023-02-10 14:05:08,26.9,8.4,21.5,21.8
2023-02-10 14:36:07,25.6,8.8,21.5,22.2
2023-02-10 15:07:20,25.6,9.1,21.9,22.1
2023-02-10 15:39:19,25.6,9.1,21.8,21.9
2023-02-10 16:11:07,26.4,11.2,22.7,22.6
2023-02-10 17:13:07,25,8.4,21.1,21.2
2023-02-10 17:44:06,25,7.3,20.6,20.6
2023-02-10 18:47:07,22.9,6.7,20,18.9
2023-02-10 19:18:06,22.5,5.2,19.7,18.7
2023-02-10 19:49:06,24.4,4.5,19.6,18.5
2023-02-10 20:20:06,22.2,4.5,19.5,18.5
2023-02-10 20:51:11,23.6,4.8,19,18.5
2023-02-10 21:22:06,23.4,4.1,19,18.5
2023-02-10 21:53:06,23.4,4.5,19,18.6
2023-02-10 22:24:06,22.8,4.3,18.7,18.2
2023-02-10 22:55:05,23.1,4.3,18.8,18.3
2023-02-10 23:26:05,23.2,4.5,18.7,18.1
2023-02-10 23:57:05,22.8,5.1,19,18.5
2023-02-11 00:28:04,24.4,4.9,19,18.2
2023-02-11 00:59:05,23.2,4.6,19.6,18.6
2023-02-11 01:30:05,24.3,4.1,18.9,18
2023-02-11 02:01:05,22.7,4.1,18.8,17.8
2023-02-11 02:32:04,23.1,4.1,18.7,17.8
2023-02-11 03:03:04,23.4,4.1,18.8,18.2
2023-02-11 03:34:04,23.1,3.9,18.8,18.1
2023-02-11 04:05:04,23.4,4.4,18.7,18
2023-02-11 04:36:03,22.8,4.1,18.8,18
2023-02-11 05:07:04,22.7,4.2,18.7,18
2023-02-11 05:38:04,22.6,4.1,18.8,17.7
2023-02-11 06:09:04,24.4,3.9,18.3,17.8
2023-02-11 06:40:03,24.2,3.4,18.8,17.5
2023-02-11 07:11:03,24.2,3.6,18.7,17.3
2023-02-11 07:42:03,22.6,3.6,18.8,17.5
2023-02-11 08:13:03,23.6,3.2,18.8,17.3
2023-02-11 08:44:02,22.6,4.2,18.7,17.7
2023-02-11 09:15:03,23.4,4.4,19.5,17.5
2023-02-11 09:46:03,24.3,4.6,19.6,17.5
2023-02-11 10:17:03,22.9,4.6,19.9,17.9
2023-02-11 10:48:02,24.3,4.8,20,18.1
2023-02-11 11:19:02,23.6,5.7,20.3,18.2
2023-02-11 11:50:02,24.9,7.8,21.2,19.5
2023-02-11 12:21:02,25.9,8.8,21.5,20.3
2023-02-11 12:52:01,26.2,9.9,22,21
2023-02-11 13:23:02,26.8,8.9,21.8,21
2023-02-11 13:54:02,26,8.9,21.4,20.8
2023-02-11 14:25:02,25.6,7.3,21,20.4
2023-02-11 14:56:00,25.8,7.3,20.9,20.3
2023-02-11 15:27:00,24.7,7.3,20.6,20.1
2023-02-11 15:58:01,25.2,8,21.1,20.3
2023-02-11 17:00:00,26.2,8.4,21.4,20.6
2023-02-11 17:31:00,24.8,7.3,20.9,20.2
2023-02-11 18:02:01,25.1,6.1,20.1,19.6
2023-02-11 18:33:00,23.8,5.1,19.6,18.9
2023-02-11 19:03:59,24.7,4.5,19.4,17.9
2023-02-11 19:35:00,24.7,4.4,19.4,18.2
2023-02-11 20:06:00,23.8,4.2,18.7,17.7
2023-02-11 20:37:00,24.2,4.1,18.6,17.8
2023-02-11 21:08:12,23.3,4.1,18.5,18.2
2023-02-11 21:40:00,22.2,4.4,18.3,17.9
2023-02-11 22:10:58,22.4,4.1,18.2,17.1
2023-02-11 22:41:59,22.7,4.4,18.3,17.5
2023-02-11 23:12:59,23.2,4.1,18,17.5
2023-02-11 23:43:59,22.1,3.9,17.9,17.4
2023-02-12 00:14:58,22.6,3.4,18.1,17.5
2023-02-12 00:45:59,22.8,3.2,17.7,16.6
2023-02-12 01:16:59,22.6,3.6,18,17.4
2023-02-12 01:47:59,23.1,3.4,17.9,16.8
2023-02-12 02:18:58,22,2.8,17.9,16.6
2023-02-12 02:49:58,23.1,2.8,18,17.1
2023-02-12 03:20:58,22.6,1.9,17.9,16.8
2023-02-12 03:51:58,21.4,1.2,17.7,16.8
2023-02-12 04:23:10,23.2,1.8,18.2,17.1
2023-02-12 04:54:58,22.2,0.6,18,16.2
2023-02-12 05:25:58,21.8,0.2,17.8,15.6
2023-02-12 05:56:57,22.1,0,17.5,15.6
2023-02-12 06:27:57,21.9,0,17.5,15.8
2023-02-12 06:58:57,22.1,0,17.5,15.3
2023-02-12 07:30:09,20.6,0,17.7,15
2023-02-12 08:01:57,21.8,0,17.8,15.2
2023-02-12 08:32:57,22.6,0,18.2,15.6
2023-02-12 09:03:56,23.1,0.4,18.7,15.6
2023-02-12 09:34:56,22.4,0.8,18.9,15.3
2023-02-12 10:06:09,22.5,1.8,19.6,16.1
2023-02-12 10:37:56,23.2,2.1,19.6,16.6
2023-02-12 11:08:55,23.2,3.2,19.9,17
2023-02-12 11:40:08,23.4,4.1,20.2,17.4
2023-02-12 12:11:56,23.7,4.9,20.2,17.7
2023-02-12 12:42:55,24.2,5.2,20.4,17.8
2023-02-12 13:13:55,23.7,5.4,20.2,17.8
2023-02-12 13:44:56,23.8,5.4,20.4,17.9
2023-02-12 14:15:55,24.3,5.8,20.7,18.1
2023-02-12 14:46:55,23.4,6.1,20.7,18.2
2023-02-12 15:17:54,23.6,5.7,20.6,18.1
2023-02-12 15:48:55,24.2,5.8,20.6,18.1
2023-02-12 16:19:55,24.2,5.8,20.1,18.3
2023-02-12 16:50:55,24.8,5.7,20.2,18.1
2023-02-12 17:21:54,23.4,5.6,20.1,18.3
2023-02-12 17:53:07,24.7,5.1,20,17.8
2023-02-12 18:24:54,23.1,5.4,19.7,18.3
2023-02-12 18:55:53,24.7,4.9,20,17.7
2023-02-12 19:26:53,23.6,5.2,19.7,18.1
2023-02-12 19:57:54,22.6,4.8,20,17.9
2023-02-12 20:28:54,22.6,5.2,19.9,17.5
2023-02-12 20:59:54,23.4,4.8,19.7,17.8
2023-02-12 21:30:52,23.6,4.8,19.6,17.8
2023-02-12 22:01:53,23.2,5.2,19.6,17.8
2023-02-12 22:32:53,23.8,5.1,19.7,17.7
2023-02-12 23:03:53,23.3,4.9,19.7,17.7
2023-02-12 23:34:52,24.6,5.1,19.6,17.7
2023-02-13 00:05:53,23.8,5.4,19.6,17.8
2023-02-13 00:36:53,23.4,4.8,19.7,17.5
2023-02-13 01:07:52,23.4,4.9,19.6,17.8
2023-02-13 01:38:51,23.8,4.6,19.7,17.7
2023-02-13 02:09:52,23.1,4.8,19.7,17.5
2023-02-13 02:40:52,23.3,4.8,19.7,17.5
2023-02-13 03:11:52,23.6,4.8,19.7,17.7
2023-02-13 03:42:51,22.8,4.8,19.7,17.5
2023-02-13 04:13:52,23.4,4.5,19.7,17.7
2023-02-13 04:44:58,23.1,4.8,19.7,17.4
2023-02-13 05:15:50,24.7,4.8,19.6,17.8
2023-02-13 05:46:50,23.4,4.9,19.6,17.7
2023-02-13 06:17:51,23.2,4.5,19.5,17.8
2023-02-13 06:48:51,24.2,4.3,19.5,17.3
2023-02-13 07:19:50,23.6,4.6,19.6,17.4
2023-02-13 07:51:04,23.7,4.9,19.4,17.3
2023-02-13 08:22:50,23.7,4.8,19.6,17.5
2023-02-13 08:53:49,24.4,5.4,20,17.8
2023-02-13 09:24:49,23.3,6.1,20.4,18.1
2023-02-13 09:55:50,23.8,6.1,20.6,18.2
2023-02-13 10:26:50,23.7,6.4,20.6,18.3
2023-02-13 10:57:50,25.1,6.7,20.6,18.8
2023-02-13 11:28:49,24.8,6.8,20.8,18.8
2023-02-13 11:59:49,24.7,7.2,20.9,19
2023-02-13 12:30:49,24.9,7.6,21,19.4
2023-02-13 13:33:01,26.8,9.4,22,20.1
2023-02-13 14:35:49,26.8,9.3,22,20
2023-02-13 15:37:47,25.1,8,21,19.5
2023-02-13 16:08:48,26.2,7.6,21.1,19.5
2023-02-13 16:39:48,24.3,6.5,20.7,18.6
2023-02-13 17:10:48,23.7,6.3,20.2,18.6
2023-02-13 17:41:47,23.4,5.8,20,18
2023-02-13 18:12:47,25.1,5.2,19.9,17.7
2023-02-13 18:43:48,24.3,5.2,19.5,17.5
2023-02-13 19:14:47,22.8,5.2,19.5,17.5
2023-02-13 19:45:47,23.3,4.6,19.4,17.3
2023-02-13 20:16:46,24.2,4.1,19,16.5
2023-02-13 20:47:47,23.1,4.1,18.7,16.8
2023-02-13 21:18:47,22.8,4.2,18.8,16.5
2023-02-13 22:20:46,21.8,3.4,18.2,15.8
2023-02-13 22:51:46,22.9,3.4,18.3,15.6
2023-02-13 23:22:46,22.8,3.2,18.6,15.5
2023-02-13 23:53:46,22.6,3,18.1,15.3
2023-02-14 00:24:45,21.8,3.4,17.9,15.2
2023-02-14 00:55:58,22.2,3.6,18.1,15
2023-02-14 01:27:45,22.1,3.6,18,14.8
2023-02-14 01:58:46,22.1,3.4,18,14.5
2023-02-14 02:29:46,21.5,3.4,18,15.2
2023-02-14 03:00:44,22,2.7,18.1,15
2023-02-14 03:31:58,21.5,2.5,17.9,14.5
2023-02-14 04:03:45,22.2,2.7,17.5,14.1
2023-02-14 04:34:44,22.2,2.3,17.5,14.1
2023-02-14 05:05:45,21,1.9,17.5,14.3
2023-02-14 05:36:45,21.9,1.9,17.3,14.1
2023-02-14 06:07:44,22.5,1.2,17.4,14
2023-02-14 06:38:44,22.7,1.2,17.5,13.6
2023-02-14 07:09:44,21.8,1.8,17.5,14.1
2023-02-14 07:40:44,21,1.1,17.3,14
2023-02-14 08:11:43,21.4,1.8,17.4,14.3
2023-02-14 08:42:56,21.1,3.6,18.3,15.6
2023-02-14 09:14:43,23.7,4.5,18.8,16.2
2023-02-14 09:45:43,23.3,5.8,19.6,17.4
2023-02-14 10:16:44,23.8,6.5,20.1,17.9
2023-02-14 11:18:42,25.4,8,20.9,18.6
2023-02-14 11:49:42,25,8,21.2,18.7
2023-02-14 12:20:43,25,6.7,20.6,18.1
2023-02-14 12:51:43,25.4,8.1,21.4,18.7
2023-02-14 13:22:43,25.5,8.5,21.8,19
2023-02-14 13:53:42,25.9,8.5,21.8,18.8
2023-02-14 14:55:42,25.2,8.1,21.2,18.5
2023-02-14 15:26:50,25.1,7.8,21.1,18.2
2023-02-14 15:57:54,24.2,7,20.8,17.8
2023-02-14 16:29:42,24.9,6.3,20.1,17.5
2023-02-14 17:00:42,24.6,5.2,19.5,16.8
2023-02-14 17:31:42,21.8,4.1,19,15.8
2023-02-14 18:02:53,23.2,3.9,18.5,15
2023-02-14 18:34:41,22,1.9,17.8,14.1
2023-02-14 19:05:41,21.2,1.7,17.5,13.8
2023-02-14 19:36:40,22.6,1.7,17,13.8
2023-02-14 20:07:40,22.1,1.7,17.5,14
2023-02-14 20:38:41,20.3,1.8,17.5,13.3
2023-02-14 21:09:41,21.4,1.7,17.3,13.3
2023-02-14 21:40:40,20.6,1.8,17.1,13.1
2023-02-14 22:11:39,21.1,1.1,17.1,13.1
2023-02-14 22:42:40,20.8,1.5,16.5,13.1
2023-02-14 23:13:40,21.1,0.6,16.6,12.9
2023-02-14 23:44:39,20.6,0.6,16.1,12.3
2023-02-15 00:15:40,20.1,0.4,16,12.3
2023-02-15 00:46:40,21,0.8,16.1,12.1
2023-02-15 01:17:40,20.9,0.6,16.5,12.6
2023-02-15 01:48:39,20.7,0.6,16.6,12.6
2023-02-15 02:19:39,21,0.6,16.6,12.6
2023-02-15 02:50:39,21,0.6,17,12.7
2023-02-15 03:21:38,20.8,0.6,16.5,12.3
2023-02-15 03:52:38,20.8,0,16.1,12.1
2023-02-15 04:23:39,20.8,0,16.5,12.6
2023-02-15 04:54:39,20.4,0.4,16.6,11.8
2023-02-15 05:25:38,21,0.2,16.2,12.1
2023-02-15 05:56:39,20.6,0.4,17.1,12.3
2023-02-15 06:27:38,21.2,0,17.1,12.7
2023-02-15 06:58:37,20.6,0.2,16.5,12.3
2023-02-15 07:29:38,20.7,0.6,17.1,12.3
2023-02-15 08:00:50,21.4,1.1,17.3,13.1
2023-02-15 08:32:38,21.1,1.7,17.7,13.3
2023-02-15 09:03:38,22.5,2.7,18.1,14
2023-02-15 09:34:50,21.4,4.4,18.7,14.5
2023-02-15 10:06:38,23.4,5.1,19,15.6
2023-02-15 10:37:37,23.2,4.6,19,15.3
2023-02-15 11:08:36,24.2,5.7,19.6,16.2
2023-02-15 11:39:50,24.8,6.4,20,16.8
2023-02-15 12:11:49,25.2,8,21,17.8
2023-02-15 12:43:37,25.4,8,20.9,17.9
2023-02-15 13:14:37,25.4,7.2,20.4,17.5
2023-02-15 13:45:36,25.6,7.6,21,17.7
2023-02-15 14:16:35,25.5,7.8,21.2,17.9
2023-02-15 14:47:36,25.9,7.8,21,18.2
2023-02-15 15:18:36,23.3,5.8,20,17.3
2023-02-15 15:49:36,24.8,5.4,19.6,17.1
2023-02-15 16:20:35,22.5,5.2,19.4,16.6
2023-02-15 17:22:35,23.6,4.4,18.5,15.6
2023-02-15 17:53:35,23.4,3.9,18.5,15
2023-02-15 18:24:35,21.5,3.6,18,14.3
2023-02-15 18:55:34,22.2,3.9,18.1,14.3
2023-02-15 19:26:48,21.1,3.6,18.2,13.8
2023-02-15 19:58:35,21.5,3.4,17.9,14.1
2023-02-15 21:00:34,21.4,3,17.8,13.8
2023-02-15 21:31:34,22.1,2.8,17.5,13.3
2023-02-15 22:02:34,22.4,2.5,17.8,13.1
2023-02-15 22:33:33,22,2.8,17.5,13.1
2023-02-15 23:04:34,22.5,2.3,17.8,13.1
2023-02-15 23:35:34,20.9,2.5,17.4,13.1
2023-02-16 00:06:33,21,2.1,17.3,12.7
2023-02-16 00:37:34,21.8,2.5,17.4,13.1
2023-02-16 01:08:33,21.8,2.3,17.8,13.1
2023-02-16 01:39:32,20.8,2.8,17.7,13.1
2023-02-16 02:10:33,21.8,2.8,17.7,13.1
2023-02-16 02:41:33,20.9,2.7,17.8,13.1
2023-02-16 03:12:32,21.8,2.5,17.5,13.1
2023-02-16 03:43:33,22,2.8,17.7,13.1
2023-02-16 04:14:33,20.6,2.7,18,13.1
2023-02-16 04:45:31,22.7,2.7,18,13.1
2023-02-16 05:16:32,22.6,2.7,17.8,13.1
2023-02-16 05:47:32,22.5,2.5,17.9,12.7
2023-02-16 06:18:31,21.8,2.5,17.5,13.3
2023-02-16 07:20:32,20.6,2.8,17.5,13.1
2023-02-16 07:51:44,21.8,2.7,17.5,13.1
2023-02-16 08:23:31,22.6,3.2,17.8,13.1
2023-02-16 08:54:31,21.2,3.9,18,13.6
2023-02-16 09:25:30,21.4,3.9,18.5,14.5
2023-02-16 09:56:31,22.2,4.1,18.7,14.3
2023-02-16 10:27:31,22.9,4.5,18.9,15.2
2023-02-16 10:58:31,24.2,5.1,19.5,15.8
2023-02-16 11:29:30,23.6,5.6,19.5,16.1
