이벤트발생일,수분1,수분2,수분3,수분4,수분5,수분6
2023-03-02 22:05:00,9.8,1.8,0,8.4,3.4,8.6
2023-03-02 22:36:00,9.4,1.2,0,6.7,3.9,7.6
2023-03-02 23:07:01,9.4,1.2,0,6.1,3.6,9.4
2023-03-02 23:38:13,9.3,1.1,0,5.8,3.4,7.5
2023-03-03 00:10:13,8.9,0.8,0,5.7,2.7,7.5
2023-03-03 00:42:13,9.3,0.6,0,5.8,2.3,9.1
2023-03-03 01:14:13,9.1,0.9,0,5.7,1.9,8.9
2023-03-03 01:45:59,8.9,0.6,0,5.6,2.7,8.5
2023-03-03 02:16:59,8.5,0.8,0,5.4,3.6,8.9
2023-03-03 02:48:00,8.9,0.6,0,5.6,1.9,9.6
2023-03-03 03:19:00,8.9,0.8,0,5.7,3.2,7
2023-03-03 03:50:12,8.6,0.4,0,5.4,2.5,6.8
2023-03-03 04:22:00,8.6,0,0,5.1,3,6.8
2023-03-03 04:53:12,8.5,0,0,4.8,2.1,8.9
2023-03-03 05:25:12,8.6,0,0,4.8,2.3,6.8
2023-03-03 05:57:00,8.5,0,0,4.8,1.9,8.4
2023-03-03 06:27:59,8.6,0,0,4.1,1.2,6.8
2023-03-03 06:59:11,8.4,0,0,4.1,2.1,6.8
2023-03-03 07:31:11,8.8,0,0,4.4,2.5,6.7
2023-03-03 08:02:58,10.1,2.1,0,4.1,4.1,8.1
2023-03-03 08:33:59,11.9,4.1,99.9,6.4,5.6,9.6
2023-03-03 09:04:59,13.3,5.1,99.9,8.6,6.5,9.6
2023-03-03 09:35:58,14.1,6.3,99.9,10.5,7.5,10.3
2023-03-03 10:07:05,15.5,7.3,99.9,12.7,8,10.7
2023-03-03 10:37:58,16.1,8,99.9,14,8.5,10.3
2023-03-03 11:09:30,16.6,8.6,99.9,14.8,8.5,11.3
2023-03-03 11:39:57,17.1,9.1,99.9,15.5,9.1,11.6
2023-03-03 12:10:57,17.4,9.6,99.9,15.8,8.9,11.6
2023-03-03 12:41:58,17.7,9.9,99.9,16.2,9.3,11.3
2023-03-03 13:12:58,17.7,9.6,99.9,13.8,8.8,10.7
2023-03-03 13:43:58,17.7,9.6,99.9,13.6,8.9,10.8
2023-03-03 14:14:56,17.7,9.8,99.9,13.8,8.6,11.3
2023-03-03 14:45:56,17.3,9.4,99.9,13.1,8.5,10.8
2023-03-03 15:17:09,17.1,8.8,99.9,12.7,8.1,10.1
2023-03-03 16:51:09,15.3,7.3,99.9,10.5,7.5,10.1
2023-03-03 17:22:57,14.5,6.8,99.9,9.4,6.8,9.8
2023-03-03 17:53:55,13.3,5.7,99.9,8,6.1,9.6
2023-03-03 18:24:55,13.1,4.5,99.9,7,5.4,8.5
2023-03-03 18:55:55,13.6,4.6,99.9,10.7,5.7,9.1
2023-03-03 19:26:56,11.8,4.5,99.9,9.8,6.1,11.9
2023-03-03 20:28:55,12.6,4.4,99.9,9.4,4.6,8.6
2023-03-03 20:59:56,11.3,4.4,99.9,9.1,4.6,9.1
2023-03-03 21:30:55,11.8,4.1,99.9,9.1,4.9,8.9
2023-03-03 22:01:55,11.2,3.9,99.9,8.6,4.5,8.6
2023-03-03 22:32:54,10.5,3,62.1,8,4.2,9.4
2023-03-03 23:04:07,10.5,2.7,18.1,8,3.6,8.1
2023-03-03 23:36:07,10.3,2.7,0,9.1,4.3,8.9
2023-03-04 00:07:55,10.1,2.3,0,8.6,4.1,8.1
2023-03-04 00:38:55,10.3,2.3,0,8,4.1,9.3
2023-03-04 01:09:54,10.1,2.7,0,8,4.1,7.5
2023-03-04 01:40:53,10.1,2.3,0,7.3,4.1,9.4
2023-03-04 02:11:54,9.8,2.3,0,6.5,4.2,9.1
2023-03-04 02:42:54,10.1,2.1,0,6.5,3.6,8.1
2023-03-04 03:13:53,9.8,1.8,0,6.3,3,8
2023-03-04 03:44:54,9.6,1.9,0,6.3,3.9,7.5
2023-03-04 04:15:54,9.6,2.3,0,6.3,4.1,7.6
2023-03-04 04:46:53,10.1,1.9,0,6.3,3.2,9.6
2023-03-04 05:17:53,9.6,1.9,0,6.4,4.4,7.5
2023-03-04 05:48:53,9.9,1.9,0,6.7,4.1,7.6
2023-03-04 06:20:05,10.3,1.9,0,5.6,3.6,7.3
2023-03-04 06:51:53,9.9,1.9,0,5.2,4.2,7.6
2023-03-04 07:22:53,9.9,2.3,0,5.8,3.9,7.6
2023-03-04 07:53:52,10.7,2.7,0,5.7,3.6,9.6
2023-03-04 08:24:52,11.3,3.6,10.5,6.5,4.9,9.9
2023-03-04 08:55:53,13.1,5.2,99.9,7.2,6.7,9.6
2023-03-04 09:26:53,14.3,6.1,99.9,9.3,7.2,10.3
2023-03-04 09:57:58,15.2,6.8,99.9,11.2,7.3,10.3
2023-03-04 10:28:51,15.8,7.8,99.9,12.9,8.1,10.8
2023-03-04 10:59:52,17,8.9,99.9,14.8,9.1,11.4
2023-03-04 11:30:52,17.4,9.8,99.9,15.8,9.4,11.4
2023-03-04 12:01:52,17.8,10.7,99.9,16.2,9.8,11.9
2023-03-04 12:33:04,17.9,10.5,99.9,16.1,9.6,11.8
2023-03-04 13:04:51,17.8,9.8,99.9,13.6,8.8,11.3
2023-03-04 13:35:51,17.9,10.3,99.9,13.6,9.3,11.2
2023-03-04 14:07:03,17.9,10.3,99.9,13.8,9.4,11.3
2023-03-04 14:39:03,18.1,10.1,99.9,13.6,8.9,10.8
2023-03-04 15:10:50,18.1,10.3,99.9,14,9.3,11.4
2023-03-04 15:41:50,17.7,9.8,99.9,13.8,9.3,10.8
2023-03-04 17:14:50,16.6,8,99.9,11.6,8,10.8
2023-03-04 17:45:50,15.2,7.3,99.9,9.9,7.3,10.5
2023-03-04 19:18:50,12.9,4.8,99.9,11.4,6.7,10.8
2023-03-04 19:50:14,13.1,4.9,99.9,10.7,6.3,10.7
2023-03-04 20:20:48,12.3,4.1,99.9,10.1,5.8,9.9
2023-03-04 20:51:49,12.1,4.4,99.9,10.1,5.7,10.3
2023-03-04 21:22:49,11.9,4.1,99.9,9.8,5.7,10.3
2023-03-04 21:54:13,11.6,4.1,99.9,9.4,5.1,12.7
2023-03-04 22:24:48,11.2,3.6,99.9,9.3,4.8,12.1
2023-03-04 22:55:49,10.8,3,47.5,8.4,4.3,8.9
2023-03-04 23:26:49,10.7,3,30.6,9.4,4.8,10.5
2023-03-04 23:57:47,10.3,2.7,0,8.9,3.6,7.5
2023-03-05 00:28:47,10.3,2.5,0,8.9,3.6,9.4
2023-03-05 00:59:48,9.9,2.3,0,8.5,3.9,8.6
2023-03-05 01:30:48,9.9,2.1,0,7.6,3.9,8.6
2023-03-05 02:01:47,10.1,1.9,0,7,3.9,10.8
2023-03-05 02:32:48,9.8,1.9,0,6.7,3,9.9
2023-03-05 03:03:48,9.6,2.1,0,6.5,4.1,10.7
2023-03-05 03:34:47,9.4,1.7,0,6.4,3.2,10.9
2023-03-05 04:06:00,9.4,1.5,0,6.5,3.6,10.5
2023-03-05 04:37:46,9.4,1.9,0,6.1,4.1,8.4
2023-03-05 05:08:59,9.3,1.5,0,6.1,4.1,10.1
2023-03-05 05:40:47,9.9,1.2,0,6.4,4.4,8.5
2023-03-05 06:11:46,9.6,1.5,0,4.9,2.3,9.4
2023-03-05 06:42:46,9.4,1.5,0,5.1,4.4,8
2023-03-05 07:13:47,9.3,1.7,0,5.2,3.4,8
2023-03-05 07:44:47,9.6,2.1,0,5.4,2.8,10.8
2023-03-05 08:15:59,11.6,3.6,5.1,6.1,4.8,9.9
2023-03-05 08:47:46,12.6,5.2,99.9,7.6,5.7,9.4
2023-03-05 09:18:58,13.6,6.3,99.9,9.4,7,9.8
2023-03-05 09:50:46,15,7.2,99.9,11.8,7.8,10.5
2023-03-05 10:21:46,15.8,8,99.9,13.6,8.5,30.4
2023-03-05 10:52:45,29.6,33.3,69.7,32.9,31.4,31.5
2023-03-05 11:23:45,30,33.7,86,33.6,33.1,32.9
2023-03-05 11:54:46,30.4,34.7,92.3,34.7,32.5,32.9
2023-03-05 12:25:45,30.6,35.5,99.6,35.5,33.1,33.1
2023-03-05 13:27:44,30.6,32.5,96.3,32.1,32.1,32.7
2023-03-05 13:58:45,30.6,32.5,95.6,32,32,32.3
2023-03-05 14:29:45,30.4,32.2,91.8,32,32.7,32.3
2023-03-05 15:00:44,30.4,32.3,96.3,31.5,32.1,32.7
2023-03-05 15:31:57,30.2,31.3,87.6,31.4,32.3,32.7
2023-03-05 16:34:44,28.4,30.7,76.8,29.4,30.7,32.1
2023-03-05 17:05:43,27.9,30.4,69.9,28.4,30.4,32.1
2023-03-05 17:36:43,27.5,30,63.8,28.2,29.8,30.7
2023-03-05 18:07:44,26.8,27.7,57.1,27.5,29.3,30.2
2023-03-05 18:38:44,26.4,27.8,49.2,25.6,27.8,29.6
2023-03-05 19:09:43,26,30.1,44.9,32.1,29.6,28.9
2023-03-05 20:11:43,26,30.1,42.3,30.6,28.6,29.7
2023-03-05 20:42:43,25.6,30.4,40.6,30.1,29.3,29.3
2023-03-05 21:13:42,25.1,28.5,38.2,29.8,27.2,28.3
2023-03-05 21:44:42,25,28.4,36.4,29.4,28.1,26.8
2023-03-05 22:47:42,24.6,28.3,22.5,30.2,27.8,26.2
2023-03-05 23:18:42,24.3,28.4,22.2,29.7,29.4,27.3
2023-03-05 23:49:42,24.4,28.3,21.5,28.9,29.6,30.4
2023-03-06 00:20:41,24.2,28.5,21.2,28.6,28.2,30.2
2023-03-06 00:51:42,24.6,28.6,21.1,28.4,28.3,28.4
2023-03-06 01:22:42,24.3,28.2,21.1,27.7,29.4,27.5
2023-03-06 01:53:41,24.3,28.2,21,27.8,27.5,27.4
2023-03-06 02:24:53,24.2,27.8,20.8,27.8,27.8,27.7
2023-03-06 02:56:42,23.8,27.4,20.9,27.5,28.6,27.8
2023-03-06 03:28:02,23.8,27.7,20.7,27.4,29.7,27.8
2023-03-06 03:59:41,23.7,27.5,20.8,27.5,26.8,25.2
2023-03-06 04:30:40,23.7,26.9,21,27.9,29.4,27.8
2023-03-06 05:01:40,24.7,26.9,20.4,28.1,25.9,30.7
2023-03-06 05:32:41,24.2,27.5,20.9,27.7,25.9,28.2
2023-03-06 06:03:40,23.2,27.4,20.7,24.8,28.2,25.1
2023-03-06 06:34:40,23.3,25.5,20.7,25.1,26,27.4
2023-03-06 07:05:41,23.8,25.9,20.8,25,25.6,27.4
2023-03-06 08:07:39,25.5,28.2,42.8,26.8,28.3,28.1
2023-03-06 08:39:04,27.4,31.4,55.8,27,31.3,33.3
2023-03-06 09:09:40,28.4,32.9,58.5,28.3,30.7,30.9
2023-03-06 09:40:39,28.9,33.3,67,30.9,31.1,31.5
2023-03-06 10:11:39,29.8,33.7,80,32.9,32.2,32.1
2023-03-06 10:42:40,30.4,34.5,90.6,34.7,32.7,33.1
2023-03-06 11:14:04,30.7,34.5,91.8,35.1,33.6,33.3
2023-03-06 11:44:38,30.7,35.1,94.8,35.5,34,33.4
2023-03-06 12:15:51,30.7,34.9,99.9,35.7,33.8,32.7
2023-03-06 12:47:39,30.9,35.3,99.9,35.8,33.4,33.3
2023-03-06 13:18:39,30.7,32.3,99.9,32.1,33.1,34.1
2023-03-06 13:49:51,30.9,32.2,99.9,32.2,32.1,32.4
2023-03-06 14:21:39,30.7,32.4,96.7,32.2,32,33.1
2023-03-06 14:53:02,30.4,32.4,90.4,32.1,32.7,33.7
2023-03-06 15:24:02,30.4,32.2,86,31.4,32.7,33.3
2023-03-06 15:54:37,30,31.5,79.6,31.1,32.4,32.9
2023-03-06 16:56:38,29.6,31.1,71,30.2,31.1,32.4
